filename,subject_id,finger_type,hand_side,gender,quality_score,is_duplicate,max_similarity,duplicate_count,stored,processing_time
13__F_Left_thumb_finger,13,thumb,left,F,0.8477582286701628,False,0.0,0,True,2025-08-07T17:05:18.881767
13__F_Right_index_finger,13,index,right,F,0.8133002543967487,False,0.0,0,True,2025-08-07T17:05:18.964779
13__F_Right_little_finger,13,little,right,F,0.7616345981983642,False,0.0,0,True,2025-08-07T17:05:19.053784
13__F_Right_middle_finger,13,middle,right,F,0.8153617930645429,False,0.0,0,True,2025-08-07T17:05:19.130554
13__F_Right_ring_finger,13,ring,right,F,0.7542959601644728,False,0.0,0,True,2025-08-07T17:05:19.222190
13__F_Right_thumb_finger,13,thumb,right,F,0.8809307572965301,False,0.0,0,True,2025-08-07T17:05:19.300063
14__M_Left_index_finger,14,index,left,M,0.8321245747228305,False,0.0,0,True,2025-08-07T17:05:19.361782
14__M_Left_little_finger,14,little,left,M,0.7674534113221838,False,0.0,0,True,2025-08-07T17:05:19.422414
14__M_Left_middle_finger,14,middle,left,M,0.8366670158845324,False,0.0,0,True,2025-08-07T17:05:19.492874
14__M_Left_ring_finger,14,ring,left,M,0.8337756302889996,False,0.0,0,True,2025-08-07T17:05:19.561064
14__M_Left_thumb_finger,14,thumb,left,M,0.8660688039413271,False,0.0,0,True,2025-08-07T17:05:19.627342
14__M_Right_index_finger,14,index,right,M,0.8365325590576622,False,0.0,0,True,2025-08-07T17:05:19.684742
14__M_Right_little_finger,14,little,right,M,0.7429842500737165,False,0.0,0,True,2025-08-07T17:05:19.744461
14__M_Right_middle_finger,14,middle,right,M,0.8718558505566263,False,0.0,0,True,2025-08-07T17:05:19.800060
14__M_Right_ring_finger,14,ring,right,M,0.8015496694987398,False,0.0,0,True,2025-08-07T17:05:19.861906
14__M_Right_thumb_finger,14,thumb,right,M,0.8341570322154401,False,0.0,0,True,2025-08-07T17:05:19.927955
15__F_Left_index_finger,15,index,left,F,0.7472881025360658,False,0.0,0,True,2025-08-07T17:05:20.009289
15__F_Left_little_finger,15,little,left,F,0.6832852166726572,False,0.0,0,True,2025-08-07T17:05:20.068387
15__F_Left_middle_finger,15,middle,left,F,0.7492734718787568,False,0.0,0,True,2025-08-07T17:05:20.120718
15__F_Left_ring_finger,15,ring,left,F,0.7502262713742069,False,0.0,0,True,2025-08-07T17:05:20.179886
15__F_Left_thumb_finger,15,thumb,left,F,0.8046204361823712,False,0.0,0,True,2025-08-07T17:05:20.245958
15__F_Right_index_finger,15,index,right,F,0.855102779399969,False,0.0,0,True,2025-08-07T17:05:20.322015
15__F_Right_little_finger,15,little,right,F,0.7770728957316428,False,0.0,0,True,2025-08-07T17:05:20.379673
15__F_Right_middle_finger,15,middle,right,F,0.7793459609874624,False,0.0,0,True,2025-08-07T17:05:20.459444
15__F_Right_ring_finger,15,ring,right,F,0.8200489454590959,False,0.0,0,True,2025-08-07T17:05:20.522361
15__F_Right_thumb_finger,15,thumb,right,F,0.9267076635151776,False,0.0,0,True,2025-08-07T17:05:20.580758
16__M_Left_index_finger,16,index,left,M,0.7085245214020592,False,0.0,0,True,2025-08-07T17:05:20.650011
16__M_Left_little_finger,16,little,left,M,0.6591757905461286,False,0.0,0,True,2025-08-07T17:05:20.706694
16__M_Left_middle_finger,16,middle,left,M,0.6941926781829448,False,0.0,0,True,2025-08-07T17:05:20.760577
16__M_Left_ring_finger,16,ring,left,M,0.6684275054237634,False,0.0,0,True,2025-08-07T17:05:20.806874
16__M_Left_thumb_finger,16,thumb,left,M,0.7383305897878962,False,0.0,0,True,2025-08-07T17:05:20.867363
16__M_Right_index_finger,16,index,right,M,0.6947167016081377,False,0.0,0,True,2025-08-07T17:05:20.957076
16__M_Right_little_finger,16,little,right,M,0.6465782591066903,False,0.0,0,True,2025-08-07T17:05:21.010957
16__M_Right_middle_finger,16,middle,right,M,0.6336552711353214,False,0.0,0,True,2025-08-07T17:05:21.060253
16__M_Right_ring_finger,16,ring,right,M,0.5982675796755766,False,0.0,0,True,2025-08-07T17:05:21.121903
16__M_Right_thumb_finger,16,thumb,right,M,0.71966650676147,False,0.0,0,True,2025-08-07T17:05:21.285913
17__M_Left_index_finger,17,index,left,M,0.7679579954127117,False,0.0,0,True,2025-08-07T17:05:21.347441
17__M_Left_little_finger,17,little,left,M,0.7119559604094371,False,0.0,0,True,2025-08-07T17:05:21.421172
17__M_Left_middle_finger,17,middle,left,M,0.7731181864871515,False,0.0,0,True,2025-08-07T17:05:21.487644
17__M_Left_ring_finger,17,ring,left,M,0.679466229374911,False,0.0,0,True,2025-08-07T17:05:21.556653
17__M_Left_thumb_finger,17,thumb,left,M,0.8502575273094706,False,0.0,0,True,2025-08-07T17:05:21.654110
17__M_Right_index_finger,17,index,right,M,0.8071836642661977,False,0.0,0,True,2025-08-07T17:05:21.809804
17__M_Right_little_finger,17,little,right,M,0.7274428554428869,False,0.0,0,True,2025-08-07T17:05:21.873735
17__M_Right_middle_finger,17,middle,right,M,0.7666729962437113,False,0.0,0,True,2025-08-07T17:05:21.953862
17__M_Right_ring_finger,17,ring,right,M,0.7416555459733585,False,0.0,0,True,2025-08-07T17:05:22.050825
17__M_Right_thumb_finger,17,thumb,right,M,0.9205333916158943,False,0.0,0,True,2025-08-07T17:05:22.196433
18__M_Left_index_finger,18,index,left,M,0.860152552534103,False,0.0,0,True,2025-08-07T17:05:22.349140
18__M_Left_little_finger,18,little,left,M,0.8478572237412988,False,0.0,0,True,2025-08-07T17:05:22.466161
18__M_Left_middle_finger,18,middle,left,M,0.8701748180013831,False,0.0,0,True,2025-08-07T17:05:22.582226
18__M_Left_ring_finger,18,ring,left,M,0.8684213117364254,False,0.0,0,True,2025-08-07T17:05:22.676681
18__M_Left_thumb_finger,18,thumb,left,M,0.9325899202758896,False,0.0,0,True,2025-08-07T17:05:22.895759
18__M_Right_index_finger,18,index,right,M,0.8366441284417065,False,0.0,0,True,2025-08-07T17:05:23.055024
18__M_Right_little_finger,18,little,right,M,0.8040845371446206,False,0.0,0,True,2025-08-07T17:05:23.174153
18__M_Right_middle_finger,18,middle,right,M,0.9137134637470756,False,0.0,0,True,2025-08-07T17:05:23.316068
18__M_Right_ring_finger,18,ring,right,M,0.9028912584888115,False,0.0,0,True,2025-08-07T17:05:23.455908
18__M_Right_thumb_finger,18,thumb,right,M,0.9320778683664066,False,0.0,0,True,2025-08-07T17:05:23.556407
19__M_Left_index_finger,19,index,left,M,0.8768755518456048,False,0.0,0,True,2025-08-07T17:05:23.646156
19__M_Left_little_finger,19,little,left,M,0.8336500210199338,False,0.0,0,True,2025-08-07T17:05:23.719325
19__M_Left_middle_finger,19,middle,left,M,0.9099344567669811,False,0.0,0,True,2025-08-07T17:05:23.811026
19__M_Left_ring_finger,19,ring,left,M,0.8675835627643899,False,0.0,0,True,2025-08-07T17:05:23.900172
19__M_Left_thumb_finger,19,thumb,left,M,0.9275619498295076,False,0.0,0,True,2025-08-07T17:05:24.063780
19__M_Right_index_finger,19,index,right,M,0.8072257938948506,False,0.0,0,True,2025-08-07T17:05:24.152390
19__M_Right_little_finger,19,little,right,M,0.8160126226837068,False,0.0,0,True,2025-08-07T17:05:24.240508
19__M_Right_middle_finger,19,middle,right,M,0.8528494093748253,False,0.0,0,True,2025-08-07T17:05:24.332423
19__M_Right_ring_finger,19,ring,right,M,0.8471809924179088,False,0.0,0,True,2025-08-07T17:05:24.436772
19__M_Right_thumb_finger,19,thumb,right,M,0.9157859438771363,False,0.0,0,True,2025-08-07T17:05:24.539885
2__F_Left_index_finger,2,index,left,F,0.8686430135926761,False,0.0,0,True,2025-08-07T17:05:24.684753
2__F_Left_little_finger,2,little,left,F,0.7590381026677983,False,0.0,0,True,2025-08-07T17:05:24.766348
2__F_Left_middle_finger,2,middle,left,F,0.8239846313395491,False,0.0,0,True,2025-08-07T17:05:24.854366
2__F_Left_ring_finger,2,ring,left,F,0.781134269898295,False,0.0,0,True,2025-08-07T17:05:24.926569
2__F_Left_thumb_finger,2,thumb,left,F,0.8573397567103298,False,0.0,0,True,2025-08-07T17:05:25.032401
2__F_Right_index_finger,2,index,right,F,0.8133209598649604,False,0.0,0,True,2025-08-07T17:05:25.223008
2__F_Right_little_finger,2,little,right,F,0.758275678651996,False,0.0,0,True,2025-08-07T17:05:25.319167
2__F_Right_middle_finger,2,middle,right,F,0.7707419672476117,False,0.0,0,True,2025-08-07T17:05:25.438735
2__F_Right_ring_finger,2,ring,right,F,0.8212734545320646,False,0.0,0,True,2025-08-07T17:05:25.593668
2__F_Right_thumb_finger,2,thumb,right,F,0.8675315545731996,False,0.0,0,True,2025-08-07T17:05:25.725215
20__M_Left_index_finger,20,index,left,M,0.8610414266161635,False,0.0,0,True,2025-08-07T17:05:25.834780
20__M_Left_little_finger,20,little,left,M,0.770375551615742,False,0.0,0,True,2025-08-07T17:05:25.928308
20__M_Left_middle_finger,20,middle,left,M,0.857005624468508,False,0.0,0,True,2025-08-07T17:05:26.070046
20__M_Left_ring_finger,20,ring,left,M,0.827870398769208,False,0.0,0,True,2025-08-07T17:05:26.190576
20__M_Left_thumb_finger,20,thumb,left,M,0.8763393150595915,False,0.0,0,True,2025-08-07T17:05:26.307116
20__M_Right_index_finger,20,index,right,M,0.8611612489900575,False,0.0,0,True,2025-08-07T17:05:26.444662
20__M_Right_little_finger,20,little,right,M,0.7713734673835648,False,0.0,0,True,2025-08-07T17:05:26.552224
20__M_Right_middle_finger,20,middle,right,M,0.8419091967512291,False,0.0,0,True,2025-08-07T17:05:26.684117
20__M_Right_ring_finger,20,ring,right,M,0.821524548781766,False,0.0,0,True,2025-08-07T17:05:26.933239
20__M_Right_thumb_finger,20,thumb,right,M,0.8564557984840784,False,0.0,0,True,2025-08-07T17:05:27.330722
21__M_Left_index_finger,21,index,left,M,0.8707440769454386,False,0.0,0,True,2025-08-07T17:05:27.570392
21__M_Left_little_finger,21,little,left,M,0.790607172730637,False,0.0,0,True,2025-08-07T17:05:27.767523
21__M_Left_middle_finger,21,middle,left,M,0.8643511325395574,False,0.0,0,True,2025-08-07T17:05:27.916964
21__M_Left_ring_finger,21,ring,left,M,0.7963140805436466,False,0.0,0,True,2025-08-07T17:05:28.028514
21__M_Left_thumb_finger,21,thumb,left,M,0.8861654001020656,False,0.0,0,True,2025-08-07T17:05:28.147575
21__M_Right_index_finger,21,index,right,M,0.8975018730574225,False,0.0,0,True,2025-08-07T17:05:28.244151
21__M_Right_little_finger,21,little,right,M,0.7547912565979151,False,0.0,0,True,2025-08-07T17:05:28.315260
21__M_Right_middle_finger,21,middle,right,M,0.8858704433423713,False,0.0,0,True,2025-08-07T17:05:28.429807
21__M_Right_ring_finger,21,ring,right,M,0.7905206199581551,False,0.0,0,True,2025-08-07T17:05:28.515367
21__M_Right_thumb_finger,21,thumb,right,M,0.8711266616898743,False,0.0,0,True,2025-08-07T17:05:28.630900
22__M_Left_index_finger,22,index,left,M,0.7821432081796391,False,0.0,0,True,2025-08-07T17:05:28.722447
22__M_Left_little_finger,22,little,left,M,0.7731269559242888,False,0.0,0,True,2025-08-07T17:05:28.817001
22__M_Left_middle_finger,22,middle,left,M,0.7702738612599215,False,0.0,0,True,2025-08-07T17:05:28.921553
22__M_Left_ring_finger,22,ring,left,M,0.7634972849762955,False,0.0,0,True,2025-08-07T17:05:29.030123
22__M_Left_thumb_finger,22,thumb,left,M,0.761505107646508,False,0.0,0,True,2025-08-07T17:05:29.165140
22__M_Right_index_finger,22,index,right,M,0.8278803074886498,False,0.0,0,True,2025-08-07T17:05:29.323508
22__M_Right_little_finger,22,little,right,M,0.7569336921308176,False,0.0,0,True,2025-08-07T17:05:29.427463
22__M_Right_middle_finger,22,middle,right,M,0.8242863544518289,False,0.0,0,True,2025-08-07T17:05:29.595458
22__M_Right_ring_finger,22,ring,right,M,0.6604600758988004,False,0.0,0,True,2025-08-07T17:05:29.768279
22__M_Right_thumb_finger,22,thumb,right,M,0.8128580203143756,False,0.0,0,True,2025-08-07T17:05:29.893655
23__M_Left_index_finger,23,index,left,M,0.6766766101880909,False,0.0,0,True,2025-08-07T17:05:30.003222
23__M_Left_little_finger,23,little,left,M,0.6402022900056178,False,0.0,0,True,2025-08-07T17:05:30.104457
23__M_Left_middle_finger,23,middle,left,M,0.6613069323110621,False,0.0,0,True,2025-08-07T17:05:30.210200
23__M_Left_ring_finger,23,ring,left,M,0.6497481999404535,False,0.0,0,True,2025-08-07T17:05:30.304377
23__M_Left_thumb_finger,23,thumb,left,M,0.6874425529036314,False,0.0,0,True,2025-08-07T17:05:30.415438
23__M_Right_index_finger,23,index,right,M,0.7122469805771474,False,0.0,0,True,2025-08-07T17:05:30.503013
23__M_Right_little_finger,23,little,right,M,0.669173184190973,False,0.0,0,True,2025-08-07T17:05:30.613931
23__M_Right_middle_finger,23,middle,right,M,0.6603787912441919,False,0.0,0,True,2025-08-07T17:05:30.698564
23__M_Right_ring_finger,23,ring,right,M,0.6686767790585434,False,0.0,0,True,2025-08-07T17:05:30.796531
23__M_Right_thumb_finger,23,thumb,right,M,0.7286027049401291,False,0.0,0,True,2025-08-07T17:05:30.922705
24__F_Left_index_finger,24,index,left,F,0.729916037623379,False,0.0,0,True,2025-08-07T17:05:31.105277
24__F_Left_little_finger,24,little,left,F,0.6965853991041554,False,0.0,0,True,2025-08-07T17:05:31.200540
24__F_Left_middle_finger,24,middle,left,F,0.7231226536669096,False,0.0,0,True,2025-08-07T17:05:31.293162
24__F_Left_ring_finger,24,ring,left,F,0.7124244133222607,False,0.0,0,True,2025-08-07T17:05:31.476199
24__F_Left_thumb_finger,24,thumb,left,F,0.8216629118749712,False,0.0,0,True,2025-08-07T17:05:31.566431
24__F_Right_index_finger,24,index,right,F,0.7124229464822356,False,0.0,0,True,2025-08-07T17:05:31.694717
24__F_Right_little_finger,24,little,right,F,0.7142349007783444,False,0.0,0,True,2025-08-07T17:05:31.779639
24__F_Right_middle_finger,24,middle,right,F,0.7807838419055215,False,0.0,0,True,2025-08-07T17:05:31.870571
24__F_Right_ring_finger,24,ring,right,F,0.7279627493303473,False,0.0,0,True,2025-08-07T17:05:32.083749
24__F_Right_thumb_finger,24,thumb,right,F,0.8451672243471164,False,0.0,0,True,2025-08-07T17:05:32.233421
25__F_Left_index_finger,25,index,left,F,0.8008385265886362,False,0.0,0,True,2025-08-07T17:05:32.350545
25__F_Left_little_finger,25,little,left,F,0.833310222815431,False,0.0,0,True,2025-08-07T17:05:32.462203
25__F_Left_middle_finger,25,middle,left,F,0.7691388330927023,False,0.0,0,True,2025-08-07T17:05:32.638599
25__F_Left_ring_finger,25,ring,left,F,0.7894601640734489,False,0.0,0,True,2025-08-07T17:05:32.802888
25__F_Left_thumb_finger,25,thumb,left,F,0.8677729735244049,False,0.0,0,True,2025-08-07T17:05:32.919427
25__F_Right_index_finger,25,index,right,F,0.7959812239087933,False,0.0,0,True,2025-08-07T17:05:33.001620
25__F_Right_little_finger,25,little,right,F,0.7649939714203093,False,0.0,0,True,2025-08-07T17:05:33.129252
25__F_Right_middle_finger,25,middle,right,F,0.7438684644467625,False,0.0,0,True,2025-08-07T17:05:33.232446
25__F_Right_ring_finger,25,ring,right,F,0.6986579978448366,False,0.0,0,True,2025-08-07T17:05:33.361824
25__F_Right_thumb_finger,25,thumb,right,F,0.8521354859249547,False,0.0,0,True,2025-08-07T17:05:33.451340
26__M_Left_index_finger,26,index,left,M,0.9792730745039758,False,0.0,0,True,2025-08-07T17:05:33.605907
26__M_Left_little_finger,26,little,left,M,0.8512700741139625,False,0.0,0,True,2025-08-07T17:05:33.723939
26__M_Left_middle_finger,26,middle,left,M,0.8160349654545733,False,0.0,0,True,2025-08-07T17:05:33.839681
26__M_Left_ring_finger,26,ring,left,M,0.8439015335175006,False,0.0,0,True,2025-08-07T17:05:33.936001
26__M_Left_thumb_finger,26,thumb,left,M,0.9762738598474445,False,0.0,0,True,2025-08-07T17:05:34.093741
26__M_Right_index_finger,26,index,right,M,0.859073013379215,False,0.0,0,True,2025-08-07T17:05:34.211095
26__M_Right_little_finger,26,little,right,M,0.7197814171466563,False,0.0,0,True,2025-08-07T17:05:34.353116
26__M_Right_middle_finger,26,middle,right,M,0.9233559606296,False,0.0,0,True,2025-08-07T17:05:34.450248
26__M_Right_ring_finger,26,ring,right,M,0.8691988749025303,False,0.0,0,True,2025-08-07T17:05:34.589119
26__M_Right_thumb_finger,26,thumb,right,M,0.9068945890252171,False,0.0,0,True,2025-08-07T17:05:34.693408
27__M_Left_index_finger,27,index,left,M,0.7829839330701023,False,0.0,0,True,2025-08-07T17:05:34.804172
27__M_Left_little_finger,27,little,left,M,0.8020750828981518,False,0.0,0,True,2025-08-07T17:05:34.938967
27__M_Left_middle_finger,27,middle,left,M,0.7482346840616255,False,0.0,0,True,2025-08-07T17:05:35.066659
27__M_Left_ring_finger,27,ring,left,M,0.7775129678962713,False,0.0,0,True,2025-08-07T17:05:35.191353
27__M_Left_thumb_finger,27,thumb,left,M,0.7552835038650828,False,0.0,0,True,2025-08-07T17:05:35.345548
27__M_Right_index_finger,27,index,right,M,0.7362768699497093,False,0.0,0,True,2025-08-07T17:05:35.529271
27__M_Right_little_finger,27,little,right,M,0.7382336761639364,False,0.0,0,True,2025-08-07T17:05:35.657304
27__M_Right_middle_finger,27,middle,right,M,0.7463243318951172,False,0.0,0,True,2025-08-07T17:05:35.783511
27__M_Right_ring_finger,27,ring,right,M,0.6767967760738262,False,0.0,0,True,2025-08-07T17:05:35.924248
27__M_Right_thumb_finger,27,thumb,right,M,0.7244516526074898,False,0.0,0,True,2025-08-07T17:05:36.059309
28__M_Left_index_finger,28,index,left,M,0.8859591631338615,False,0.0,0,True,2025-08-07T17:05:36.190486
28__M_Left_little_finger,28,little,left,M,0.7361718234121287,False,0.0,0,True,2025-08-07T17:05:36.303077
28__M_Left_middle_finger,28,middle,left,M,0.8619956119170187,False,0.0,0,True,2025-08-07T17:05:36.413798
28__M_Left_ring_finger,28,ring,left,M,0.8243972888356977,False,0.0,0,True,2025-08-07T17:05:36.533226
28__M_Left_thumb_finger,28,thumb,left,M,0.9174348332860895,False,0.0,0,True,2025-08-07T17:05:36.638934
28__M_Right_index_finger,28,index,right,M,0.8491782159266333,False,0.0,0,True,2025-08-07T17:05:36.734607
28__M_Right_little_finger,28,little,right,M,0.8143966873549415,False,0.0,0,True,2025-08-07T17:05:36.818750
28__M_Right_middle_finger,28,middle,right,M,0.8024805846926097,False,0.0,0,True,2025-08-07T17:05:36.948192
28__M_Right_ring_finger,28,ring,right,M,0.8672457078131315,False,0.0,0,True,2025-08-07T17:05:37.022599
28__M_Right_thumb_finger,28,thumb,right,M,0.9268742115105305,False,0.0,0,True,2025-08-07T17:05:37.118613
29__F_Left_index_finger,29,index,left,F,0.7160497118593745,False,0.0,0,True,2025-08-07T17:05:37.182894
29__F_Left_little_finger,29,little,left,F,0.7590068122308296,False,0.0,0,True,2025-08-07T17:05:37.236301
29__F_Left_middle_finger,29,middle,left,F,0.7795150372608153,False,0.0,0,True,2025-08-07T17:05:37.387895
29__F_Left_ring_finger,29,ring,left,F,0.814771917963146,False,0.0,0,True,2025-08-07T17:05:37.447497
29__F_Left_thumb_finger,29,thumb,left,F,0.8011468343947153,False,0.0,0,True,2025-08-07T17:05:37.515617
29__F_Right_index_finger,29,index,right,F,0.7958627707251964,False,0.0,0,True,2025-08-07T17:05:37.597851
29__F_Right_little_finger,29,little,right,F,0.7651826649570923,False,0.0,0,True,2025-08-07T17:05:37.689404
29__F_Right_middle_finger,29,middle,right,F,0.7487857056102589,False,0.0,0,True,2025-08-07T17:05:37.816464
29__F_Right_ring_finger,29,ring,right,F,0.7996497578780899,False,0.0,0,True,2025-08-07T17:05:37.888709
29__F_Right_thumb_finger,29,thumb,right,F,0.8238547427116796,False,0.0,0,True,2025-08-07T17:05:37.969992
3__M_Left_index_finger,3,index,left,M,0.7141506117681232,False,0.0,0,True,2025-08-07T17:05:38.032696
3__M_Left_little_finger,3,little,left,M,0.7769764493464959,False,0.0,0,True,2025-08-07T17:05:38.140312
3__M_Left_middle_finger,3,middle,left,M,0.7890596297132932,False,0.0,0,True,2025-08-07T17:05:38.236023
3__M_Left_ring_finger,3,ring,left,M,0.7566640308414277,False,0.0,0,True,2025-08-07T17:05:38.330126
3__M_Left_thumb_finger,3,thumb,left,M,0.8135125627719815,False,0.0,0,True,2025-08-07T17:05:38.455633
3__M_Right_index_finger,3,index,right,M,0.771067720318012,False,0.0,0,True,2025-08-07T17:05:38.790508
3__M_Right_little_finger,3,little,right,M,0.7329347252788472,False,0.0,0,True,2025-08-07T17:05:38.981905
3__M_Right_middle_finger,3,middle,right,M,0.8355320734601159,False,0.0,0,True,2025-08-07T17:05:39.231842
3__M_Right_ring_finger,3,ring,right,M,0.7621868143921514,False,0.0,0,True,2025-08-07T17:05:39.395908
3__M_Right_thumb_finger,3,thumb,right,M,0.8450771430689701,False,0.0,0,True,2025-08-07T17:05:39.637634
30__F_Left_index_finger,30,index,left,F,0.7666892286061053,False,0.0,0,True,2025-08-07T17:05:39.746542
30__F_Left_little_finger,30,little,left,F,0.7183734446434151,False,0.0,0,True,2025-08-07T17:05:39.874685
30__F_Left_middle_finger,30,middle,left,F,0.7787571127454898,False,0.0,0,True,2025-08-07T17:05:40.124302
30__F_Left_ring_finger,30,ring,left,F,0.7293879744946284,False,0.0,0,True,2025-08-07T17:05:40.290552
30__F_Left_thumb_finger,30,thumb,left,F,0.825876942096517,False,0.0,0,True,2025-08-07T17:05:40.559699
30__F_Right_index_finger,30,index,right,F,0.7019083409496257,False,0.0,0,True,2025-08-07T17:05:40.863377
30__F_Right_little_finger,30,little,right,F,0.6744844861969774,False,0.0,0,True,2025-08-07T17:05:41.018383
30__F_Right_middle_finger,30,middle,right,F,0.7909934960872617,False,0.0,0,True,2025-08-07T17:05:41.194095
30__F_Right_ring_finger,30,ring,right,F,0.7022639438075824,False,0.0,0,True,2025-08-07T17:05:41.317349
30__F_Right_thumb_finger,30,thumb,right,F,0.7145819769998377,False,0.0,0,True,2025-08-07T17:05:41.507699
31__F_Left_index_finger,31,index,left,F,0.7420948617847916,False,0.0,0,True,2025-08-07T17:05:41.658583
31__F_Left_little_finger,31,little,left,F,0.6810182384553084,False,0.0,0,True,2025-08-07T17:05:41.825586
31__F_Left_middle_finger,31,middle,left,F,0.7534302808362943,False,0.0,0,True,2025-08-07T17:05:42.144058
31__F_Left_ring_finger,31,ring,left,F,0.7122127356372357,False,0.0,0,True,2025-08-07T17:05:42.285506
31__F_Left_thumb_finger,31,thumb,left,F,0.76280691285324,False,0.0,0,True,2025-08-07T17:05:42.508609
